name,url,distinction,reservation_link,description_en,postal_code,region,locality,lat,lon,price_lvl,genre
ルーラ／LURRA˚,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/lurra%C2%B0,1つ星：高品質な料理,https://www.tablecheck.com/shops/lurra/reserve?utm_source=michelin_guide,「地球、月、座標」を意味する店名のとおり、この地を起点に地球を旅する。テーマは季節と文化のショーケース。日本の四季と各国の食文化を掛け合わせ、クリエイティブな感性で創り出す。大原や伏見の野菜料理をメインディッシュとし、焼きおにぎりで締めるのがユニーク。多彩なペアリングも楽しみ。,605-0021,京都,京都,35.010044,135.780637,¥¥¥¥,イノベーティブ
ル プログレ／Le progrès,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/le-progres,,https://www.tablecheck.com/ja/restaurant-le-progres/reserve/message?utm_source=michelin_guide,修業先で苦楽を共にした料理人とソムリエが開業。季節感を大切にするシェフは、魚介と野菜を中心に、旬の国産食材で構成する。会席のような品書きにも、日本文化との融合を感じる。鱧、白子、酢橘といった和素材もその考えから。Le progrèsは「前進」の意味。二人の情熱がレストランを進歩させる。,530-0004,大阪,大阪,34.694683,135.494268,¥¥¥,フランス料理
大月／Otsuki,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/otsuki,,,西口正和氏が意識するのは季節感と創意。何を食べたか印象付ける、時には捻りバランス良く織り交ぜる。走りの食材は奇をてらわず、持ち味を素直に伝える。旬も折り返し名残が近づくと創作。筍なら出始めは若竹煮、終わりが近づくと、山椒醤油のステーキや煮物椀。時々の食材に合った調理を施してくれる。,553-0003,大阪,大阪,34.694698,135.488661,¥¥¥,日本料理
マキュア／macua,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/macua,,https://www.tablecheck.com/shops/macua/reserve?utm_source=michelin_guide,マキュアはmagnifier（高揚）cuisine（料理）agréable（楽しさ）の頭文字。中山大輔氏はゲストの笑顔を想像して創意を凝らす。少量多皿のオードブルは驚きを。ロッシーニバーガーは、牛肉とフォワグラの古典料理にヒントを得た。食用花を使う鮮やかな料理は、色合い美しく華やぐ。,541-0044,大阪,大阪,34.688988,135.505667,¥¥¥,フランス料理
シーフ／Chi-Fu,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/chi-fu,1つ星：高品質な料理,https://omakaseje.com/r/ry888040?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,フランス料理を学んだシェフによるモダンチャイニーズ。調理法、盛り付け、ワインペアリングなどフレンチの手法を取り入れ、中国料理の進化を示す。果実を組み合わせ、ソースに紹興酒を用いる。湯葉を鴨に見立てた精進北京ダックは、季節野菜を加え現代風に。独自のアプローチで新たな中華を創作する。,530-0047,大阪,大阪,34.697434,135.504716,¥¥¥,中国料理
天神橋 青木／Tenjimbashi Aoki,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/tenjimbashi-aoki,2つ星：優れた料理,https://omakaseje.com/restaurants/cn999354?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,日本料理界の重鎮から学んだのは、室礼、料理、器、歳時記のすべてに心を配ること。高みを目指し積み重ねてきた日々が洗練さを生み出している。古典を重んじる精神から八寸を欠かさず、自ら山で集めた敷き葉で彩る。土鍋炊きのご飯は、魚の漬けをお供にすることが多い。わらび餅、薄茶で締めくくる。,531-0041,大阪,大阪,34.71394,135.511084,¥¥¥¥,日本料理
らぁ麺 とうひち／Ramen Touhichi,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/ramen-touhichi,ビブグルマン：価格以上の満足感が得られる料理,,こってり系ラーメンが主流だった頃、東京の清湯系を広めたいと心に決めた。モットーは、素材の良さをシンプルに伝えること。そのため、だしの材料は地鶏と水に限る。看板の「鶏醤油らぁ麺」は、生揚げ醤油のかえしを利かせた一杯。コクのあるスープに負けないように、中太の平打ち麺でバランスをとる。,606-8007,京都,京都,35.050015,135.791384,¥,ラーメン
おく／Oku,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/oku-1205448,,,主人は日本料理を学び、鰻に特化したカウンター割烹店を開いた。鰻と酒がテーマのため、夜は鰻づくしのコースのみ。月替わりの献立は、旬の野菜と合わせながら季節感を出す。煮る、揚げる、藁で燻すといった手法で独自の感性を生かす。変化に富む器使いにも経験が表れる。昼はうな丼の用意もある。,534-0025,大阪,大阪,34.694294,135.530018,¥¥¥,うなぎ
ブノワ／Benoit,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/benoit-1205404,,https://www.tablecheck.com/shops/benoit-kyoto/reserve?utm_source=michelin_guide,1912年パリに開業したビストロ。アラン・デュカス氏が受け継ぎ、古き良き「ブノワ」のエスプリを京都に伝えている。パテアンクルート、鴨のコンフィ、ミルフィーユなど馴染みある普遍的な料理。ガラス張りの建物は京都らしく瓦屋根。ダイニングはパリの趣。“八坂の塔”を臨み、日仏の古都が調和する。,605-0862,京都,京都,34.997112,135.779255,¥¥¥,フランス料理
アップステアーズ／UPSTAIRZ,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/upstairz,,https://www.tablecheck.com/shops/upstairz/reserve?utm_source=michelin_guide,東京「クラフタル」のシェフが監修するオールデイダイニング。フランス料理をベースとした幅広いメニューが楽しめる。ランチは欧風カレー、ヴィーガンサラダなどカジュアル。ディナーは、スナック、アラカルト、本格的なモダンフレンチのコース。どの品も進化させ、Upstairz（一段上へ）と踏み出す。,530-0004,大阪,大阪,34.695666,135.496368,¥¥¥,フランス料理
小松 クッチーナ イタリアーナ／Komatsu Cucina Italiana,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/komatsu-cucina-italiana,,https://www.tablecheck.com/ja/komatsu-italian/reserve/message?utm_source=michelin_guide,レシピのヒントは食感。旬の香りを求める石田晋司氏は素材の相性を探る。創造力を発揮するのが2品続くパスタ料理。例えば1品目が乾麺なら2品目は手打ち、ラヴィオリやニョッキなど質感をかえて食材の風味を引き出す。春の蛍烏賊、筍、木の芽とスパゲッティ、冬の猪、牛蒡のラグーとタリアテッレが代表例。,602-0953,京都,京都,35.026302,135.753432,¥¥¥,イタリア料理
ピエール／Pierre,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/pierre-1193242,1つ星：高品質な料理,https://www.tablecheck.com/shops/intercontinental-osaka-pierre/reserve?utm_source=michelin_guide,シェフは食材の鮮度を重視するため国産に焦点を当てる。メニューには食材のみが記され、ゲストの想像力を搔きたてる趣向。和辛子、柚子胡椒といった調味料がアクセントなのも特徴。フランス料理のテクニックに和の要素を掛け合わせ軽やかに仕上げている。高層階のダイニング、開放感ある眺望も魅力。,530-0011,大阪,大阪,34.70645,135.494552,¥¥¥,フランス料理
中華そば 六／Chinese Noodles ROKU,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/chinese-noodles-roku,ビブグルマン：価格以上の満足感が得られる料理,,「ベルロオジエ」が手掛ける中華そば。中国料理もラーメンもスープが肝心。鴨、鶏、鹿、豚のガラからだしを引く。深みのある清湯スープには数種の乾物の旨みが重なり、スパイスや龍眼肉といった漢方が含まれるのも中華のシェフならでは。重層的な味わいは、“add on”という足し算から生まれた。,600-8022,京都,京都,35.002515,135.768857,¥,ラーメン
らーめん 久遠／Ramen Kuon,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/ramen-kuon,ビブグルマン：価格以上の満足感が得られる料理,https://www.tablecheck.com/shops/ramen-kuon2020/reserve?utm_source=michelin_guide,一杯の完成度を追う「塩そば」が自信作。あおさ海苔を味わえば、潮風がそよぐ。魚、貝、鶏のトリプルスープは生体水に近いパイウォーターで仕込む。三種の小麦粉をブレンドする多加水麺は手打ちのような食感を求めた。チャーシューも豚と鶏を合わせて三種。スープと麺とチャーシューのトリプルづくし。,541-0055,大阪,大阪,34.681842,135.507331,¥,ラーメン
祇園 大渡／Gion Owatari,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/gion-owatari,1つ星：高品質な料理,https://omakase.in/r/pe450990?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,大渡真人氏の笑顔と大胆さが印象的。織りなす食材が調和する。白アスパラガスは、トリュフの香りを移した玉子と合わせる。フレンチならオランデーズ、イタリアンならビスマルクの組み合わせだ。燻製にした蛍烏賊と木の芽のゼリーを添え日本料理に仕上げる。キャビアの塩味で整え、贅沢感も与えてくれる。,605-0074,京都,京都,35.001444,135.777074,¥¥¥¥,日本料理
空心伽藍堂／KushinGarando,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/kushingarando,1つ星：高品質な料理,https://omakaseje.com/restaurants/ib312035?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,大皿に盛った食材を紹介して調理が始まる。大澤広晃は日本の季節と共に中国料理を創作する。酔っぱらい蟹と焼林檎、和牛叉焼と辣油を絡めた洋梨は、その好例。果物の甘みや酸味を効果的に使い、献立にリズムを持たす。「伽藍堂」は人の集う場の意。新たな中国料理を発想し分かち合う。,530-0002,大阪,大阪,34.698075,135.497097,¥¥¥,中国料理
御料理 光安／Oryori Mitsuyasu,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/oryori-mitsuyasu,1つ星：高品質な料理,,京町家の風情に満ちた佇まい。一期一会の精神で迎えるため一日二組のみ。季節野菜の八寸は、そのまま蒸す、揚げるなど、各々の持ち味に適した調理法を施す。蕎麦掻きの白味噌仕立ては、蕎麦屋での経験が生み出した留椀。一品に使う食材の種類を限りなく控えた料理は、何を食したか印象に残してくれる。,602-8157,京都,京都,35.01947,135.743425,¥¥¥¥,日本料理
